rowID,SceneID,Season,Episode,SceneNumber,Location
2925,7_24_18,Season7,24,18,CharacterHome
2926,7_24_19,Season7,24,19,Outside
2927,7_24_20,Season7,24,20,CharacterHome
2928,7_24_21,Season7,24,21,Other
2929,7_24_22,Season7,24,22,Workplace
2930,7_24_23,Season7,24,23,CharacterHome
2931,7_24_24,Season7,24,24,Outside
2932,7_24_25,Season7,24,25,Workplace
2933,7_24_26,Season7,24,26,CharacterHome
2934,7_24_27,Season7,24,27,Diner
2935,7_24_28,Season7,24,28,CharacterHome
2936,7_24_29,Season7,24,29,Other
2937,7_24_30,Season7,24,30,CharacterHome
2938,8_1_1,Season8,1,1,Outside
2939,8_1_2,Season8,1,2,CharacterHome
2940,8_1_3,Season8,1,3,Diner
2941,8_1_4,Season8,1,4,Workplace
2942,8_1_5,Season8,1,5,Outside
2943,8_1_6,Season8,1,6,Workplace
2944,8_1_6,Season8,1,6,Outside
2945,8_1_7,Season8,1,7,CharacterHome
2946,8_1_8,Season8,1,8,Transport
2947,8_1_9,Season8,1,9,Workplace
2948,8_1_10,Season8,1,10,Other
2949,8_1_11,Season8,1,11,Other
2950,8_1_12,Season8,1,12,Other
2951,8_1_13,Season8,1,13,Other
2952,8_1_14,Season8,1,14,Other
2953,8_1_15,Season8,1,15,CharacterHome
2954,8_1_16,Season8,1,16,Diner
2955,8_1_17,Season8,1,17,Other
2956,8_1_18,Season8,1,18,Diner
2957,8_1_19,Season8,1,19,CharacterHome
2958,8_1_19,Season8,1,19,Workplace
2959,8_1_20,Season8,1,20,Other
2960,8_1_21,Season8,1,21,Diner
2961,8_1_22,Season8,1,22,Outside
2962,8_1_23,Season8,1,23,CharacterHome
2963,8_1_24,Season8,1,24,Diner
2964,8_1_24,Season8,1,24,Other
2965,8_1_25,Season8,1,25,Transport
2966,8_2_1,Season8,2,1,Transport
2967,8_2_2,Season8,2,2,Other
2968,8_2_3,Season8,2,3,Diner
2969,8_2_4,Season8,2,4,CharacterHome
2970,8_2_5,Season8,2,5,Outside
2971,8_2_6,Season8,2,6,CharacterHome
2972,8_2_7,Season8,2,7,Other
2973,8_2_8,Season8,2,8,Outside
2974,8_2_9,Season8,2,9,Other
2975,8_2_10,Season8,2,10,Outside
2976,8_2_11,Season8,2,11,Other
2977,8_2_12,Season8,2,12,Diner
2978,8_2_13,Season8,2,13,CharacterHome
2979,8_2_13,Season8,2,13,Other
2980,8_2_14,Season8,2,14,Other
2981,8_2_15,Season8,2,15,Diner
2982,8_2_16,Season8,2,16,Leisure
2983,8_2_17,Season8,2,17,CharacterHome
2984,8_2_18,Season8,2,18,Leisure
2985,8_2_19,Season8,2,19,CharacterHome
2986,8_2_19,Season8,2,19,Other
2987,8_2_20,Season8,2,20,Other
2988,8_2_21,Season8,2,21,CharacterHome
2989,8_2_22,Season8,2,22,CharacterHome
2990,8_2_23,Season8,2,23,Other
2991,8_2_24,Season8,2,24,Other
2992,8_2_25,Season8,2,25,Other
2993,8_3_1,Season8,3,1,Outside
2994,8_3_2,Season8,3,2,Other
2995,8_3_3,Season8,3,3,Leisure
2996,8_3_4,Season8,3,4,Other
2997,8_3_5,Season8,3,5,Diner
2998,8_3_6,Season8,3,6,Other
2999,8_3_7,Season8,3,7,Leisure
3000,8_3_8,Season8,3,8,Diner
3001,8_3_9,Season8,3,9,CharacterHome
3002,8_3_10,Season8,3,10,Transport
3003,8_3_10,Season8,3,10,Outside
3004,8_3_11,Season8,3,11,Other
3005,8_3_12,Season8,3,12,Other
3006,8_3_13,Season8,3,13,Other
3007,8_3_14,Season8,3,14,Leisure
3008,8_3_15,Season8,3,15,CharacterHome
3009,8_3_15,Season8,3,15,Workplace
3010,8_3_16,Season8,3,16,Leisure
3011,8_3_17,Season8,3,17,Leisure
3012,8_3_18,Season8,3,18,Leisure
3013,8_3_19,Season8,3,19,Diner
3014,8_3_20,Season8,3,20,Leisure
3015,8_3_21,Season8,3,21,CharacterHome
3016,8_3_22,Season8,3,22,CharacterHome
3017,8_3_22,Season8,3,22,Workplace
3018,8_3_23,Season8,3,23,CharacterHome
3019,8_3_24,Season8,3,24,Outside
3020,8_3_25,Season8,3,25,Other
3021,8_3_26,Season8,3,26,Leisure
3022,8_3_27,Season8,3,27,Other
3023,8_3_28,Season8,3,28,Other
3024,8_3_29,Season8,3,29,Other
3025,8_4_1,Season8,4,1,Outside
3026,8_4_2,Season8,4,2,Diner
3027,8_4_3,Season8,4,3,Leisure
3028,8_4_4,Season8,4,4,CharacterHome
3029,8_4_4,Season8,4,4,Outside
3030,8_4_5,Season8,4,5,CharacterHome
3031,8_4_5,Season8,4,5,Workplace
3032,8_4_6,Season8,4,6,Diner
3033,8_4_7,Season8,4,7,Leisure
3034,8_4_8,Season8,4,8,Workplace
3035,8_4_9,Season8,4,9,Leisure
3036,8_4_10,Season8,4,10,Transport
3037,8_4_10,Season8,4,10,Outside
3038,8_4_11,Season8,4,11,Leisure
3039,8_4_12,Season8,4,12,CharacterHome
3040,8_4_13,Season8,4,13,Workplace
3041,8_4_14,Season8,4,14,Leisure
3042,8_4_15,Season8,4,15,CharacterHome
3043,8_4_15,Season8,4,15,Other
3044,8_4_16,Season8,4,16,CharacterHome
3045,8_4_16,Season8,4,16,Workplace
3046,8_4_17,Season8,4,17,Leisure
3047,8_4_18,Season8,4,18,Diner
3048,8_4_19,Season8,4,19,Transport
3049,8_4_20,Season8,4,20,CharacterHome
3050,8_4_21,Season8,4,21,Other
3051,8_4_22,Season8,4,22,Outside
3052,8_5_1,Season8,5,1,Outside
3053,8_5_2,Season8,5,2,Other
3054,8_5_3,Season8,5,3,Other
3055,8_5_4,Season8,5,4,CharacterHome
3056,8_5_5,Season8,5,5,Other
3057,8_5_6,Season8,5,6,CharacterHome
3058,8_5_7,Season8,5,7,Outside
3059,8_5_8,Season8,5,8,Transport
3060,8_5_9,Season8,5,9,Other
3061,8_5_10,Season8,5,10,CharacterHome
3062,8_5_10,Season8,5,10,OtherFamilyHome
3063,8_5_11,Season8,5,11,CharacterHome
3064,8_5_12,Season8,5,12,CharacterHome
3065,8_5_12,Season8,5,12,Other
3066,8_5_13,Season8,5,13,CharacterHome
3067,8_5_13,Season8,5,13,Other
3068,8_5_14,Season8,5,14,Other
3069,8_5_15,Season8,5,15,Other
3070,8_5_16,Season8,5,16,Other
3071,8_5_17,Season8,5,17,Other
3072,8_5_18,Season8,5,18,Other
3073,8_5_19,Season8,5,19,Outside
3074,8_5_20,Season8,5,20,Outside
3075,8_5_20,Season8,5,20,Other
3076,8_5_21,Season8,5,21,Other
3077,8_5_22,Season8,5,22,Outside
3078,8_5_23,Season8,5,23,Outside
3079,8_5_23,Season8,5,23,Other
3080,8_5_24,Season8,5,24,Other
3081,8_5_25,Season8,5,25,Other
3082,8_6_1,Season8,6,1,Leisure
3083,8_6_2,Season8,6,2,CharacterHome
3084,8_6_2,Season8,6,2,Workplace
3085,8_6_3,Season8,6,3,Workplace
3086,8_6_4,Season8,6,4,Diner
3087,8_6_5,Season8,6,5,Leisure
3088,8_6_6,Season8,6,6,Transport
3089,8_6_7,Season8,6,7,CharacterHome
3090,8_6_7,Season8,6,7,Other
3091,8_6_8,Season8,6,8,Workplace
3092,8_6_9,Season8,6,9,Diner
3093,8_6_10,Season8,6,10,Other
3094,8_6_11,Season8,6,11,CharacterHome
3095,8_6_12,Season8,6,12,Workplace
3096,8_6_13,Season8,6,13,Workplace
3097,8_6_14,Season8,6,14,OtherFamilyHome
3098,8_6_14,Season8,6,14,Other
3099,8_6_15,Season8,6,15,CharacterHome
3100,8_6_16,Season8,6,16,Workplace
3101,8_6_17,Season8,6,17,OtherFamilyHome
3102,8_6_18,Season8,6,18,Workplace
3103,8_6_19,Season8,6,19,Outside
3104,8_6_19,Season8,6,19,Other
3105,8_6_20,Season8,6,20,CharacterHome
3106,8_6_21,Season8,6,21,Workplace
3107,8_6_22,Season8,6,22,CharacterHome
3108,8_6_23,Season8,6,23,Diner
3109,8_6_24,Season8,6,24,Leisure
3110,8_6_24,Season8,6,24,Other
3111,8_6_25,Season8,6,25,Workplace
3112,8_7_1,Season8,7,1,Outside
3113,8_7_2,Season8,7,2,Leisure
3114,8_7_3,Season8,7,3,Outside
3115,8_7_4,Season8,7,4,CharacterHome
3116,8_7_5,Season8,7,5,Outside
3117,8_7_6,Season8,7,6,CharacterHome
3118,8_7_7,Season8,7,7,CharacterHome
3119,8_7_8,Season8,7,8,Other
3120,8_7_9,Season8,7,9,Transport
3121,8_7_10,Season8,7,10,Diner
3122,8_7_11,Season8,7,11,Other
3123,8_7_12,Season8,7,12,CharacterHome
3124,8_7_13,Season8,7,13,CharacterHome
3125,8_7_14,Season8,7,14,CharacterHome
3126,8_7_15,Season8,7,15,Transport
3127,8_7_16,Season8,7,16,CharacterHome
3128,8_7_17,Season8,7,17,Outside
3129,8_7_18,Season8,7,18,Workplace
3130,8_7_19,Season8,7,19,Transport
3131,8_7_19,Season8,7,19,Outside
3132,8_7_20,Season8,7,20,CharacterHome
3133,8_7_20,Season8,7,20,Other
3134,8_7_21,Season8,7,21,CharacterHome
3135,8_7_21,Season8,7,21,Other
3136,8_7_22,Season8,7,22,CharacterHome
3137,8_7_23,Season8,7,23,CharacterHome
3138,8_7_23,Season8,7,23,Outside
3139,8_7_24,Season8,7,24,CharacterHome
3140,8_7_24,Season8,7,24,Other
3141,8_7_25,Season8,7,25,Other
3142,8_7_26,Season8,7,26,CharacterHome
3143,8_7_27,Season8,7,27,Other
3144,8_8_1,Season8,8,1,Outside
3145,8_8_2,Season8,8,2,Outside
3146,8_8_3,Season8,8,3,Leisure
3147,8_8_4,Season8,8,4,Leisure
3148,8_8_5,Season8,8,5,CharacterHome
3149,8_8_5,Season8,8,5,Workplace
3150,8_8_6,Season8,8,6,Diner
3151,8_8_7,Season8,8,7,CharacterHome
3152,8_8_7,Season8,8,7,Other
3153,8_8_8,Season8,8,8,Workplace
3154,8_8_9,Season8,8,9,CharacterHome
3155,8_8_9,Season8,8,9,Other
3156,8_8_10,Season8,8,10,Other
3157,8_8_11,Season8,8,11,Workplace
3158,8_8_11,Season8,8,11,Other
3159,8_8_12,Season8,8,12,CharacterHome
3160,8_8_12,Season8,8,12,Outside
3161,8_8_13,Season8,8,13,CharacterHome
3162,8_8_14,Season8,8,14,Other
3163,8_8_15,Season8,8,15,Other
3164,8_8_16,Season8,8,16,CharacterHome
3165,8_8_17,Season8,8,17,CharacterHome
3166,8_8_18,Season8,8,18,CharacterHome
3167,8_8_19,Season8,8,19,Workplace
3168,8_8_20,Season8,8,20,Diner
3169,8_8_21,Season8,8,21,Leisure
3170,8_8_22,Season8,8,22,CharacterHome
3171,8_8_23,Season8,8,23,Other
3172,8_8_24,Season8,8,24,Outside
3173,8_8_25,Season8,8,25,Leisure
3174,8_8_26,Season8,8,26,CharacterHome
3175,8_8_27,Season8,8,27,CharacterHome
3176,8_8_28,Season8,8,28,CharacterHome
3177,8_8_29,Season8,8,29,Other
3178,8_9_1,Season8,9,1,Outside
3179,8_9_2,Season8,9,2,CharacterHome
3180,8_9_3,Season8,9,3,CharacterHome
3181,8_9_3,Season8,9,3,Workplace
3182,8_9_4,Season8,9,4,Other
3183,8_9_5,Season8,9,5,Leisure
3184,8_9_6,Season8,9,6,CharacterHome
3185,8_9_7,Season8,9,7,Diner
3186,8_9_8,Season8,9,8,Outside
3187,8_9_9,Season8,9,9,Other
3188,8_9_10,Season8,9,10,CharacterHome
3189,8_9_10,Season8,9,10,Workplace
3190,8_9_10,Season8,9,10,Other
3191,8_9_11,Season8,9,11,Diner
3192,8_9_12,Season8,9,12,Diner
3193,8_9_13,Season8,9,13,CharacterHome
3194,8_9_13,Season8,9,13,Other
3195,8_9_14,Season8,9,14,CharacterHome
3196,8_9_15,Season8,9,15,Workplace
3197,8_9_16,Season8,9,16,Diner
3198,8_9_17,Season8,9,17,CharacterHome
3199,8_9_18,Season8,9,18,CharacterHome
3200,8_9_19,Season8,9,19,CharacterHome
3201,8_9_20,Season8,9,20,Diner
3202,8_9_21,Season8,9,21,Other
3203,8_9_22,Season8,9,22,Outside
3204,8_9_23,Season8,9,23,Other
3205,8_9_24,Season8,9,24,CharacterHome
3206,8_9_25,Season8,9,25,Diner
3207,8_9_26,Season8,9,26,Other
3208,8_9_27,Season8,9,27,CharacterHome
3209,8_9_28,Season8,9,28,Other
3210,8_9_29,Season8,9,29,Transport
3211,8_9_30,Season8,9,30,CharacterHome
3212,8_9_30,Season8,9,30,Workplace
3213,8_10_1,Season8,10,1,Outside
3214,8_10_2,Season8,10,2,CharacterHome
3215,8_10_3,Season8,10,3,Other
3216,8_10_4,Season8,10,4,Other
3217,8_10_5,Season8,10,5,Leisure
3218,8_10_6,Season8,10,6,CharacterHome
3219,8_10_7,Season8,10,7,Other
3220,8_10_8,Season8,10,8,Outside
3221,8_10_9,Season8,10,9,Leisure
3222,8_10_10,Season8,10,10,Diner
3223,8_10_11,Season8,10,11,Outside
3224,8_10_12,Season8,10,12,Other
3225,8_10_13,Season8,10,13,Other
3226,8_10_14,Season8,10,14,Diner
3227,8_10_15,Season8,10,15,CharacterHome
3228,8_10_15,Season8,10,15,Other
3229,8_10_16,Season8,10,16,CharacterHome
3230,8_10_16,Season8,10,16,Other
3231,8_10_17,Season8,10,17,Transport
3232,8_10_18,Season8,10,18,Transport
3233,8_10_19,Season8,10,19,Diner
3234,8_10_20,Season8,10,20,Transport
3235,8_10_20,Season8,10,20,Outside
3236,8_10_21,Season8,10,21,Other
3237,8_10_22,Season8,10,22,Other
3238,8_10_23,Season8,10,23,Outside
3239,8_10_24,Season8,10,24,Other
3240,8_10_25,Season8,10,25,Other
3241,8_10_26,Season8,10,26,Other
3242,8_10_27,Season8,10,27,Other
3243,8_10_28,Season8,10,28,Other
3244,8_10_29,Season8,10,29,Outside
3245,8_10_30,Season8,10,30,Diner
3246,8_10_31,Season8,10,31,Leisure
3247,8_10_32,Season8,10,32,Outside
3248,8_10_33,Season8,10,33,Other
3249,8_11_1,Season8,11,1,Outside
3250,8_11_2,Season8,11,2,Diner
3251,8_11_3,Season8,11,3,Leisure
3252,8_11_4,Season8,11,4,Other
3253,8_11_5,Season8,11,5,CharacterHome
3254,8_11_5,Season8,11,5,Other
3255,8_11_6,Season8,11,6,CharacterHome
3256,8_11_7,Season8,11,7,CharacterHome
3257,8_11_7,Season8,11,7,Other
3258,8_11_8,Season8,11,8,Other
3259,8_11_9,Season8,11,9,CharacterHome
3260,8_11_9,Season8,11,9,OtherFamilyHome
3261,8_11_10,Season8,11,10,Leisure
3262,8_11_10,Season8,11,10,Outside
3263,8_11_11,Season8,11,11,CharacterHome
3264,8_11_12,Season8,11,12,Other
3265,8_11_13,Season8,11,13,CharacterHome
3266,8_11_14,Season8,11,14,CharacterHome
3267,8_11_15,Season8,11,15,Diner
3268,8_11_16,Season8,11,16,Leisure
3269,8_11_17,Season8,11,17,CharacterHome
3270,8_11_18,Season8,11,18,Other
3271,8_11_19,Season8,11,19,CharacterHome
3272,8_11_20,Season8,11,20,CharacterHome
3273,8_11_21,Season8,11,21,CharacterHome
3274,8_11_22,Season8,11,22,CharacterHome
3275,8_11_23,Season8,11,23,CharacterHome
3276,8_11_24,Season8,11,24,Leisure
3277,8_11_25,Season8,11,25,CharacterHome
3278,8_11_26,Season8,11,26,Leisure
3279,8_11_27,Season8,11,27,Other
3280,8_12_1,Season8,12,1,CharacterHome
3281,8_12_2,Season8,12,2,CharacterHome
3282,8_12_3,Season8,12,3,CharacterHome
3283,8_12_4,Season8,12,4,CharacterHome
3284,8_12_5,Season8,12,5,Leisure
3285,8_12_6,Season8,12,6,Diner
3286,8_12_7,Season8,12,7,Workplace
3287,8_12_8,Season8,12,8,CharacterHome
3288,8_12_9,Season8,12,9,CharacterHome
3289,8_12_10,Season8,12,10,Diner
3290,8_12_11,Season8,12,11,Other
3291,8_12_12,Season8,12,12,CharacterHome
3292,8_12_13,Season8,12,13,Leisure
3293,8_12_14,Season8,12,14,Other
3294,8_12_15,Season8,12,15,CharacterHome
3295,8_12_16,Season8,12,16,CharacterHome
3296,8_12_16,Season8,12,16,Other
3297,8_12_17,Season8,12,17,CharacterHome
3298,8_12_17,Season8,12,17,Outside
3299,8_12_18,Season8,12,18,Workplace
3300,8_12_19,Season8,12,19,Other
3301,8_12_20,Season8,12,20,Transport
3302,8_12_20,Season8,12,20,Other
3303,8_12_21,Season8,12,21,OtherFamilyHome
3304,8_12_22,Season8,12,22,Workplace
3305,8_12_23,Season8,12,23,Diner
3306,8_12_24,Season8,12,24,OtherFamilyHome
3307,8_12_25,Season8,12,25,Other
3308,8_12_26,Season8,12,26,OtherFamilyHome
3309,8_12_27,Season8,12,27,Workplace
3310,8_12_28,Season8,12,28,Transport
3311,8_12_28,Season8,12,28,Outside
3312,8_12_29,Season8,12,29,OtherFamilyHome
3313,8_12_30,Season8,12,30,Diner
3314,8_12_31,Season8,12,31,OtherFamilyHome
3315,8_12_32,Season8,12,32,OtherFamilyHome
3316,8_13_1,Season8,13,1,Workplace
3317,8_13_2,Season8,13,2,Transport
3318,8_13_3,Season8,13,3,Leisure
3319,8_13_4,Season8,13,4,Leisure
3320,8_13_5,Season8,13,5,CharacterHome
3321,8_13_6,Season8,13,6,CharacterHome
3322,8_13_7,Season8,13,7,Leisure
3323,8_13_8,Season8,13,8,CharacterHome
3324,8_13_9,Season8,13,9,Other
3325,8_13_10,Season8,13,10,Leisure
3326,8_13_11,Season8,13,11,Leisure
3327,8_13_12,Season8,13,12,CharacterHome
3328,8_13_13,Season8,13,13,Workplace
3329,8_13_14,Season8,13,14,Outside
3330,8_13_15,Season8,13,15,CharacterHome
3331,8_13_16,Season8,13,16,CharacterHome
3332,8_13_17,Season8,13,17,CharacterHome
3333,8_13_18,Season8,13,18,Leisure
3334,8_13_19,Season8,13,19,Leisure
3335,8_13_20,Season8,13,20,Diner
3336,8_13_21,Season8,13,21,CharacterHome
3337,8_13_22,Season8,13,22,Transport
3338,8_13_23,Season8,13,23,Other
3339,8_13_24,Season8,13,24,Leisure
3340,8_13_25,Season8,13,25,Other
3341,8_13_26,Season8,13,26,Leisure
3342,8_13_27,Season8,13,27,Other
3343,8_13_28,Season8,13,28,Other
3344,8_13_29,Season8,13,29,Transport
3345,8_14_1,Season8,14,1,Outside
3346,8_14_2,Season8,14,2,Leisure
3347,8_14_3,Season8,14,3,CharacterHome
3348,8_14_4,Season8,14,4,Other
3349,8_14_5,Season8,14,5,Other
3350,8_14_6,Season8,14,6,Other
3351,8_14_7,Season8,14,7,Other
3352,8_14_8,Season8,14,8,CharacterHome
3353,8_14_9,Season8,14,9,Outside
3354,8_14_10,Season8,14,10,Diner
3355,8_14_11,Season8,14,11,Other
3356,8_14_12,Season8,14,12,Diner
3357,8_14_13,Season8,14,13,Other
3358,8_14_14,Season8,14,14,Workplace
3359,8_14_15,Season8,14,15,Workplace
3360,8_14_16,Season8,14,16,CharacterHome
3361,8_14_16,Season8,14,16,Other
3362,8_14_17,Season8,14,17,Outside
3363,8_14_18,Season8,14,18,Leisure
3364,8_14_19,Season8,14,19,CharacterHome
3365,8_14_20,Season8,14,20,CharacterHome
3366,8_14_20,Season8,14,20,Workplace
3367,8_14_21,Season8,14,21,Outside
3368,8_14_22,Season8,14,22,Diner
3369,8_14_23,Season8,14,23,Outside
3370,8_15_1,Season8,15,1,Transport
3371,8_15_2,Season8,15,2,Outside
3372,8_15_3,Season8,15,3,Workplace
3373,8_15_4,Season8,15,4,Diner
3374,8_15_5,Season8,15,5,CharacterHome
3375,8_15_6,Season8,15,6,CharacterHome
3376,8_15_7,Season8,15,7,Workplace
3377,8_15_8,Season8,15,8,CharacterHome
3378,8_15_9,Season8,15,9,CharacterHome
3379,8_15_10,Season8,15,10,Workplace
3380,8_15_11,Season8,15,11,Other
3381,8_15_12,Season8,15,12,Outside
3382,8_15_13,Season8,15,13,Leisure
3383,8_15_14,Season8,15,14,Workplace
3384,8_15_15,Season8,15,15,CharacterHome
3385,8_15_15,Season8,15,15,Other
3386,8_15_16,Season8,15,16,Transport
3387,8_15_16,Season8,15,16,Outside
3388,8_15_17,Season8,15,17,Transport
3389,8_15_18,Season8,15,18,CharacterHome
3390,8_15_18,Season8,15,18,Other
3391,8_15_19,Season8,15,19,Workplace
3392,8_15_20,Season8,15,20,Other
3393,8_15_21,Season8,15,21,Other
3394,8_15_22,Season8,15,22,Transport
3395,8_15_22,Season8,15,22,Outside
3396,8_15_23,Season8,15,23,Leisure
3397,8_15_24,Season8,15,24,Other
3398,8_15_25,Season8,15,25,Workplace
3399,8_16_1,Season8,16,1,Other
3400,8_16_2,Season8,16,2,Diner
3401,8_16_3,Season8,16,3,CharacterHome
3402,8_16_3,Season8,16,3,Other
3403,8_16_4,Season8,16,4,CharacterHome
3404,8_16_5,Season8,16,5,Outside
3405,8_16_6,Season8,16,6,Outside
3406,8_16_7,Season8,16,7,Transport
3407,8_16_7,Season8,16,7,Outside
3408,8_16_8,Season8,16,8,Other
3409,8_16_9,Season8,16,9,Transport
3410,8_16_9,Season8,16,9,Outside
3411,8_16_10,Season8,16,10,Other
3412,8_16_11,Season8,16,11,CharacterHome
3413,8_16_11,Season8,16,11,Other
3414,8_16_12,Season8,16,12,CharacterHome
3415,8_16_13,Season8,16,13,Other
3416,8_16_14,Season8,16,14,Outside
3417,8_16_15,Season8,16,15,Transport
3418,8_16_16,Season8,16,16,Other
3419,8_16_17,Season8,16,17,CharacterHome
3420,8_16_18,Season8,16,18,Other
3421,8_16_19,Season8,16,19,CharacterHome
3422,8_16_20,Season8,16,20,Outside
3423,8_16_21,Season8,16,21,Outside
3424,8_16_22,Season8,16,22,Outside
3425,8_16_23,Season8,16,23,Other
3426,8_16_24,Season8,16,24,Outside
3427,8_16_25,Season8,16,25,Transport
3428,8_16_25,Season8,16,25,Outside
3429,8_16_26,Season8,16,26,Transport
3430,8_16_27,Season8,16,27,Outside
3431,8_16_28,Season8,16,28,Transport
3432,8_16_29,Season8,16,29,Transport
3433,8_16_29,Season8,16,29,Outside
3434,8_17_1,Season8,17,1,Transport
3435,8_17_2,Season8,17,2,Diner
3436,8_17_3,Season8,17,3,CharacterHome
3437,8_17_4,Season8,17,4,Leisure
3438,8_17_4,Season8,17,4,Outside
3439,8_17_5,Season8,17,5,Diner
3440,8_17_6,Season8,17,6,Outside
3441,8_17_7,Season8,17,7,Leisure
3442,8_17_8,Season8,17,8,Leisure
3443,8_17_8,Season8,17,8,Outside
3444,8_17_9,Season8,17,9,OtherFamilyHome
3445,8_17_10,Season8,17,10,CharacterHome
3446,8_17_10,Season8,17,10,OtherFamilyHome
3447,8_17_11,Season8,17,11,Other
3448,8_17_12,Season8,17,12,Diner
3449,8_17_13,Season8,17,13,Other
3450,8_17_14,Season8,17,14,CharacterHome
3451,8_17_14,Season8,17,14,OtherFamilyHome
3452,8_17_15,Season8,17,15,Workplace
3453,8_17_16,Season8,17,16,Other
3454,8_17_17,Season8,17,17,Other
3455,8_17_18,Season8,17,18,Diner
3456,8_17_19,Season8,17,19,Leisure
3457,8_17_20,Season8,17,20,Diner
3458,8_17_21,Season8,17,21,Other
3459,8_17_22,Season8,17,22,Other
3460,8_17_23,Season8,17,23,Leisure
3461,8_17_24,Season8,17,24,Leisure
3462,8_17_25,Season8,17,25,Other
3463,8_17_26,Season8,17,26,Transport
3464,8_18_1,Season8,18,1,Outside
3465,8_18_2,Season8,18,2,Diner
3466,8_18_3,Season8,18,3,Workplace
3467,8_18_4,Season8,18,4,Outside
3468,8_18_5,Season8,18,5,CharacterHome
3469,8_18_6,Season8,18,6,CharacterHome
3470,8_18_7,Season8,18,7,Workplace
3471,8_18_8,Season8,18,8,Workplace
3472,8_18_9,Season8,18,9,CharacterHome
3473,8_18_10,Season8,18,10,Workplace
3474,8_18_11,Season8,18,11,Diner
3475,8_18_12,Season8,18,12,Outside
3476,8_18_13,Season8,18,13,CharacterHome
3477,8_18_13,Season8,18,13,Other
3478,8_18_14,Season8,18,14,CharacterHome
3479,8_18_15,Season8,18,15,CharacterHome
3480,8_18_15,Season8,18,15,Workplace
3481,8_18_16,Season8,18,16,Workplace
3482,8_18_17,Season8,18,17,CharacterHome
3483,8_18_18,Season8,18,18,CharacterHome
3484,8_18_19,Season8,18,19,CharacterHome
3485,8_18_19,Season8,18,19,Workplace
3486,8_18_20,Season8,18,20,Outside
3487,8_18_21,Season8,18,21,Workplace
3488,8_18_22,Season8,18,22,Outside
3489,8_18_23,Season8,18,23,Workplace
3490,8_18_24,Season8,18,24,CharacterHome
3491,8_18_25,Season8,18,25,CharacterHome
3492,8_18_26,Season8,18,26,Other
3493,8_18_27,Season8,18,27,Workplace
3494,8_18_28,Season8,18,28,Outside
3495,8_18_29,Season8,18,29,CharacterHome
3496,8_18_30,Season8,18,30,CharacterHome
3497,8_19_1,Season8,19,1,Other
3498,8_19_2,Season8,19,2,Diner
3499,8_19_3,Season8,19,3,CharacterHome
3500,8_19_4,Season8,19,4,Transport
3501,8_19_5,Season8,19,5,Leisure
3502,8_19_6,Season8,19,6,Other
3503,8_19_7,Season8,19,7,Other
3504,8_19_8,Season8,19,8,CharacterHome
3505,8_19_9,Season8,19,9,Diner
3506,8_19_10,Season8,19,10,Outside
3507,8_19_11,Season8,19,11,Other
3508,8_19_12,Season8,19,12,Leisure
3509,8_19_13,Season8,19,13,CharacterHome
3510,8_19_14,Season8,19,14,Diner
3511,8_19_15,Season8,19,15,Other
3512,8_19_16,Season8,19,16,Other
3513,8_19_17,Season8,19,17,Other
3514,8_19_18,Season8,19,18,Diner
3515,8_19_19,Season8,19,19,Diner
3516,8_19_20,Season8,19,20,Other
3517,8_19_21,Season8,19,21,CharacterHome
3518,8_19_22,Season8,19,22,Other
3519,8_19_23,Season8,19,23,CharacterHome
3520,8_19_24,Season8,19,24,Other
3521,8_19_25,Season8,19,25,Other
3522,8_20_1,Season8,20,1,Leisure
3523,8_20_2,Season8,20,2,Other
3524,8_20_3,Season8,20,3,CharacterHome
3525,8_20_4,Season8,20,4,Diner
3526,8_20_5,Season8,20,5,Other
3527,8_20_6,Season8,20,6,Leisure
3528,8_20_6,Season8,20,6,Outside
3529,8_20_7,Season8,20,7,CharacterHome
3530,8_20_8,Season8,20,8,Other
3531,8_20_9,Season8,20,9,Workplace
3532,8_20_10,Season8,20,10,CharacterHome
3533,8_20_11,Season8,20,11,Transport
3534,8_20_12,Season8,20,12,Workplace
3535,8_20_13,Season8,20,13,Other
3536,8_20_14,Season8,20,14,Other
3537,8_20_15,Season8,20,15,Transport
3538,8_20_16,Season8,20,16,Leisure
3539,8_20_17,Season8,20,17,Other
3540,8_20_18,Season8,20,18,CharacterHome
3541,8_20_19,Season8,20,19,CharacterHome
3542,8_20_19,Season8,20,19,Outside
3543,8_20_19,Season8,20,19,Other
3544,8_20_20,Season8,20,20,Leisure
3545,8_20_20,Season8,20,20,Outside
3546,8_20_21,Season8,20,21,Transport
3547,8_20_22,Season8,20,22,Leisure
3548,8_20_23,Season8,20,23,Workplace
3549,8_20_24,Season8,20,24,CharacterHome
3550,8_20_24,Season8,20,24,Other
3551,8_20_25,Season8,20,25,CharacterHome
3552,8_20_25,Season8,20,25,Other
3553,8_21_1,Season8,21,1,Outside
3554,8_21_2,Season8,21,2,Diner
3555,8_21_3,Season8,21,3,CharacterHome
3556,8_21_4,Season8,21,4,Leisure
3557,8_21_5,Season8,21,5,Outside
3558,8_21_6,Season8,21,6,CharacterHome
3559,8_21_7,Season8,21,7,CharacterHome
3560,8_21_8,Season8,21,8,Outside
3561,8_21_9,Season8,21,9,Outside
3562,8_21_10,Season8,21,10,Leisure
3563,8_21_10,Season8,21,10,Outside
3564,8_21_11,Season8,21,11,CharacterHome
