rowID,SceneID,Season,Episode,SceneNumber,Scenetime,Character,Screentime,Laughtime,laughPercent,meanLaughPercent,sdLaughPercent,zLaughPercent,laughBin,laughBinFull
4246,6_2_11,Season6,2,11,355,LoveInterest,95,5,5.26315789,16.4504236,21.8596278,-0.5117775,1,1
4247,6_2_12,Season6,2,12,135,Elaine,40,5,12.5,23.8174973,21.6044789,-0.5238496,1,1
4248,6_2_12,Season6,2,12,135,Other,40,10,25,20.7191006,25.7339278,0.16635235,2,2
4249,6_2_13,Season6,2,13,210,Jerry,60,25,41.6666667,31.5546349,23.1302764,0.4371773,2,2
4250,6_2_13,Season6,2,13,210,LoveInterest,55,5,9.09090909,16.4504236,21.8596278,-0.3366715,1,1
4251,6_2_14,Season6,2,14,495,Jerry,70,5,7.14285714,31.5546349,23.1302764,-1.0554036,1,1
4252,6_2_14,Season6,2,14,495,George,55,15,27.2727273,31.3203712,21.9125952,-0.1847177,2,2
4253,6_2_14,Season6,2,14,495,Elaine,70,10,14.2857143,23.8174973,21.6044789,-0.4411948,1,1
4254,6_2_14,Season6,2,14,495,Kramer,35,10,28.5714286,39.911779,26.3381431,-0.4305676,1,1
4255,6_2_14,Season6,2,14,495,Other,55,20,36.3636364,20.7191006,25.7339278,0.60793424,2,2
4256,6_2_14,Season6,2,14,495,Situation,NA,5,NA,NA,NA,NA,NA,S
4257,6_2_15,Season6,2,15,110,Jerry,40,30,75,31.5546349,23.1302764,1.87828993,3,3
4258,6_3_1,Season6,3,1,100,Jerry,40,20,50,31.5546349,23.1302764,0.79745546,2,2
4259,6_3_2,Season6,3,2,560,Jerry,125,25,20,31.5546349,23.1302764,-0.4995459,1,1
4260,6_3_2,Season6,3,2,560,Elaine,125,15,12,23.8174973,21.6044789,-0.5469929,1,1
4261,6_3_2,Season6,3,2,560,Kramer,60,30,50,39.911779,26.3381431,0.38302704,2,2
4262,6_3_2,Season6,3,2,560,FNC,30,10,33.3333333,27.4106458,24.6512855,0.24025877,2,2
4263,6_3_3,Season6,3,3,395,Elaine,85,20,23.5294118,23.8174973,21.6044789,-0.0133345,1,1
4264,6_3_3,Season6,3,3,395,FNC,120,50,41.6666667,27.4106458,24.6512855,0.5783074,2,2
4265,6_3_4,Season6,3,4,465,Jerry,125,45,36,31.5546349,23.1302764,0.19218815,2,2
4266,6_3_4,Season6,3,4,465,Kramer,55,30,54.5454545,39.911779,26.3381431,0.55560772,2,2
4267,6_3_4,Season6,3,4,465,LoveInterest,75,5,6.66666667,16.4504236,21.8596278,-0.447572,1,1
4268,6_3_5,Season6,3,5,730,Jerry,160,20,12.5,31.5546349,23.1302764,-0.8237962,1,1
4269,6_3_5,Season6,3,5,730,George,160,80,50,31.3203712,21.9125952,0.85246081,2,2
4270,6_3_5,Season6,3,5,730,Elaine,110,20,18.1818182,23.8174973,21.6044789,-0.260857,1,1
4271,6_3_5,Season6,3,5,730,Other,15,5,33.3333333,20.7191006,25.7339278,0.49017907,2,2
4272,6_3_6,Season6,3,6,160,George,45,25,55.5555556,31.3203712,21.9125952,1.10599334,2,2
4273,6_3_6,Season6,3,6,160,FNC,45,0,0,27.4106458,24.6512855,-1.1119358,1,1
4274,6_3_7,Season6,3,7,15,Jerry,5,0,0,31.5546349,23.1302764,-1.3642135,1,1
4275,6_3_7,Season6,3,7,15,Kramer,5,0,0,39.911779,26.3381431,-1.5153604,1,1
4276,6_3_8,Season6,3,8,110,Families,30,5,16.6666667,31.6263631,25.1865068,-0.5939568,1,1
4277,6_3_8,Season6,3,8,110,Other,25,5,20,20.7191006,25.7339278,-0.0279437,1,1
4278,6_3_9,Season6,3,9,10,Families,5,0,0,31.6263631,25.1865068,-1.2556868,1,1
4279,6_3_10,Season6,3,10,385,Jerry,75,15,20,31.5546349,23.1302764,-0.4995459,1,1
4280,6_3_10,Season6,3,10,385,George,75,30,40,31.3203712,21.9125952,0.39610227,2,2
4281,6_3_10,Season6,3,10,385,Kramer,75,10,13.3333333,39.911779,26.3381431,-1.0091237,1,1
4282,6_3_10,Season6,3,10,385,Other,25,5,20,20.7191006,25.7339278,-0.0279437,1,1
4283,6_3_11,Season6,3,11,110,Families,35,0,0,31.6263631,25.1865068,-1.2556868,1,1
4284,6_3_11,Season6,3,11,110,Other,30,10,33.3333333,20.7191006,25.7339278,0.49017907,2,2
4285,6_3_12,Season6,3,12,245,Jerry,50,5,10,31.5546349,23.1302764,-0.9318797,1,1
4286,6_3_12,Season6,3,12,245,Kramer,40,0,0,39.911779,26.3381431,-1.5153604,1,1
4287,6_3_12,Season6,3,12,245,Families,45,15,33.3333333,31.6263631,25.1865068,0.0677732,2,2
4288,6_3_13,Season6,3,13,70,Jerry,20,5,25,31.5546349,23.1302764,-0.283379,1,1
4289,6_3_13,Season6,3,13,70,Kramer,20,5,25,39.911779,26.3381431,-0.5661667,1,1
4290,6_3_14,Season6,3,14,50,FNC,10,0,0,27.4106458,24.6512855,-1.1119358,1,1
4291,6_3_14,Season6,3,14,50,Other,10,10,100,20.7191006,25.7339278,3.0807928,3,3
4292,6_3_14,Season6,3,14,50,Situation,NA,10,NA,NA,NA,NA,NA,S
4293,6_3_15,Season6,3,15,330,Elaine,90,35,38.8888889,23.8174973,21.6044789,0.69760496,2,2
4294,6_3_15,Season6,3,15,330,FNC,90,25,27.7777778,27.4106458,24.6512855,0.01489301,1,1
4295,6_3_16,Season6,3,16,130,George,35,25,71.4285714,31.3203712,21.9125952,1.83037198,3,3
4296,6_3_16,Season6,3,16,130,Other,35,0,0,20.7191006,25.7339278,-0.8051278,1,1
4297,6_3_17,Season6,3,17,65,Families,20,5,25,31.6263631,25.1865068,-0.2630918,1,1
4298,6_3_17,Season6,3,17,65,Other,20,0,0,20.7191006,25.7339278,-0.8051278,1,1
4299,6_3_18,Season6,3,18,350,Jerry,70,20,28.5714286,31.5546349,23.1302764,-0.1289741,1,1
4300,6_3_18,Season6,3,18,350,Elaine,70,35,50,23.8174973,21.6044789,1.21190161,2,2
4301,6_3_18,Season6,3,18,350,Kramer,40,5,12.5,39.911779,26.3381431,-1.0407635,1,1
4302,6_3_18,Season6,3,18,350,Families,20,0,0,31.6263631,25.1865068,-1.2556868,1,1
4303,6_3_19,Season6,3,19,70,George,20,5,25,31.3203712,21.9125952,-0.2884355,1,1
4304,6_3_19,Season6,3,19,70,Other,20,5,25,20.7191006,25.7339278,0.16635235,2,2
4305,6_3_20,Season6,3,20,550,Jerry,70,5,7.14285714,31.5546349,23.1302764,-1.0554036,1,1
4306,6_3_20,Season6,3,20,550,Kramer,120,30,25,39.911779,26.3381431,-0.5661667,1,1
4307,6_3_20,Season6,3,20,550,LoveInterest,40,0,0,16.4504236,21.8596278,-0.7525482,1,1
4308,6_3_20,Season6,3,20,550,FNC,60,25,41.6666667,27.4106458,24.6512855,0.5783074,2,2
4309,6_3_20,Season6,3,20,550,Families,60,20,33.3333333,31.6263631,25.1865068,0.0677732,2,2
4310,6_3_21,Season6,3,21,110,George,30,5,16.6666667,31.3203712,21.9125952,-0.6687343,1,1
4311,6_3_21,Season6,3,21,110,Other,30,5,16.6666667,20.7191006,25.7339278,-0.1574744,1,1
4312,6_3_22,Season6,3,22,320,Jerry,50,15,30,31.5546349,23.1302764,-0.0672121,1,1
4313,6_3_22,Season6,3,22,320,Kramer,50,15,30,39.911779,26.3381431,-0.3763279,1,1
4314,6_3_22,Season6,3,22,320,LoveInterest,5,0,0,16.4504236,21.8596278,-0.7525482,1,1
4315,6_3_22,Season6,3,22,320,Families,45,5,11.1111111,31.6263631,25.1865068,-0.8145334,1,1
4316,6_3_22,Season6,3,22,320,Other,15,0,0,20.7191006,25.7339278,-0.8051278,1,1
4317,6_3_23,Season6,3,23,230,Jerry,50,25,50,31.5546349,23.1302764,0.79745546,2,2
4318,6_3_23,Season6,3,23,230,Elaine,50,10,20,23.8174973,21.6044789,-0.1766993,1,1
4319,6_3_23,Season6,3,23,230,Other,35,5,14.2857143,20.7191006,25.7339278,-0.2499963,1,1
4320,6_3_23,Season6,3,23,230,Situation,NA,5,NA,NA,NA,NA,NA,S
4321,6_4_1,Season6,4,1,110,Jerry,40,30,75,31.5546349,23.1302764,1.87828993,3,3
4322,6_4_2,Season6,4,2,345,Jerry,85,40,47.0588235,31.5546349,23.1302764,0.67029846,2,2
4323,6_4_2,Season6,4,2,345,Elaine,85,20,23.5294118,23.8174973,21.6044789,-0.0133345,1,1
4324,6_4_2,Season6,4,2,345,Families,15,0,0,31.6263631,25.1865068,-1.2556868,1,1
4325,6_4_2,Season6,4,2,345,Other,15,0,0,20.7191006,25.7339278,-0.8051278,1,1
4326,6_4_3,Season6,4,3,1035,Jerry,200,55,27.5,31.5546349,23.1302764,-0.1752956,1,1
4327,6_4_3,Season6,4,3,1035,George,60,25,41.6666667,31.3203712,21.9125952,0.47216203,2,2
4328,6_4_3,Season6,4,3,1035,Elaine,235,45,19.1489362,23.8174973,21.6044789,-0.2160923,1,1
4329,6_4_3,Season6,4,3,1035,Kramer,115,60,52.173913,39.911779,26.3381431,0.46556562,2,2
4330,6_4_3,Season6,4,3,1035,FNC,5,0,0,27.4106458,24.6512855,-1.1119358,1,1
4331,6_4_4,Season6,4,4,190,Kramer,45,30,66.6666667,39.911779,26.3381431,1.01582285,2,2
4332,6_4_4,Season6,4,4,190,Other,50,15,30,20.7191006,25.7339278,0.36064838,2,2
4333,6_4_5,Season6,4,5,65,Elaine,25,15,60,23.8174973,21.6044789,1.67476859,2,2
4334,6_4_6,Season6,4,6,45,Elaine,15,15,100,23.8174973,21.6044789,3.52623653,3,3
4335,6_4_7,Season6,4,7,150,Jerry,40,25,62.5,31.5546349,23.1302764,1.33787269,2,2
4336,6_4_7,Season6,4,7,150,LoveInterest,30,5,16.6666667,16.4504236,21.8596278,0.00989235,1,1
4337,6_4_7,Season6,4,7,150,Other,10,0,0,20.7191006,25.7339278,-0.8051278,1,1
4338,6_4_8,Season6,4,8,405,Jerry,95,25,26.3157895,31.5546349,23.1302764,-0.226493,1,1
4339,6_4_8,Season6,4,8,405,Elaine,95,15,15.7894737,23.8174973,21.6044789,-0.3715907,1,1
4340,6_4_8,Season6,4,8,405,Kramer,45,35,77.7777778,39.911779,26.3381431,1.43768673,2,2
4341,6_4_9,Season6,4,9,165,George,45,0,0,31.3203712,21.9125952,-1.4293319,1,1
4342,6_4_9,Season6,4,9,165,Families,45,30,66.6666667,31.6263631,25.1865068,1.39123317,2,2
4343,6_4_10,Season6,4,10,370,Jerry,90,35,38.8888889,31.5546349,23.1302764,0.31708458,2,2
4344,6_4_10,Season6,4,10,370,George,50,10,20,31.3203712,21.9125952,-0.5166148,1,1
4345,6_4_10,Season6,4,10,370,LoveInterest,90,5,5.55555556,16.4504236,21.8596278,-0.4984013,1,1
4346,6_4_11,Season6,4,11,615,Jerry,130,35,26.9230769,31.5546349,23.1302764,-0.2002379,1,1
4347,6_4_11,Season6,4,11,615,George,50,25,50,31.3203712,21.9125952,0.85246081,2,2
4348,6_4_11,Season6,4,11,615,Elaine,135,5,3.7037037,23.8174973,21.6044789,-0.9310011,1,1
4349,6_4_11,Season6,4,11,615,Kramer,70,30,42.8571429,39.911779,26.3381431,0.11182883,1,1
4350,6_4_12,Season6,4,12,205,Elaine,60,15,25,23.8174973,21.6044789,0.05473415,1,1
4351,6_4_12,Season6,4,12,205,LoveInterest,60,10,16.6666667,16.4504236,21.8596278,0.00989235,1,1
4352,6_4_13,Season6,4,13,420,Jerry,105,55,52.3809524,31.5546349,23.1302764,0.90039207,2,2
4353,6_4_13,Season6,4,13,420,Elaine,105,10,9.52380952,23.8174973,21.6044789,-0.6616076,1,1
4354,6_4_13,Season6,4,13,420,LoveInterest,35,5,14.2857143,16.4504236,21.8596278,-0.0990277,1,1
4355,6_4_14,Season6,4,14,210,George,55,10,18.1818182,31.3203712,21.9125952,-0.5995891,1,1
4356,6_4_14,Season6,4,14,210,Families,55,35,63.6363636,31.6263631,25.1865068,1.27091862,2,2
4357,6_4_15,Season6,4,15,55,Jerry,15,5,33.3333333,31.5546349,23.1302764,0.07689914,1,1
4358,6_4_15,Season6,4,15,55,LoveInterest,15,5,33.3333333,16.4504236,21.8596278,0.7723329,2,2
4359,6_4_16,Season6,4,16,110,Jerry,20,5,25,31.5546349,23.1302764,-0.283379,1,1
4360,6_4_16,Season6,4,16,110,George,15,0,0,31.3203712,21.9125952,-1.4293319,1,1
4361,6_4_16,Season6,4,16,110,LoveInterest,20,0,0,16.4504236,21.8596278,-0.7525482,1,1
4362,6_4_16,Season6,4,16,110,Families,20,10,50,31.6263631,25.1865068,0.72950318,2,2
4363,6_4_17,Season6,4,17,305,Elaine,65,5,7.69230769,23.8174973,21.6044789,-0.7463818,1,1
4364,6_4_17,Season6,4,17,305,Kramer,65,40,61.5384615,39.911779,26.3381431,0.82111645,2,2
4365,6_4_17,Season6,4,17,305,LoveInterest,65,0,0,16.4504236,21.8596278,-0.7525482,1,1
4366,6_4_18,Season6,4,18,220,Jerry,40,5,12.5,31.5546349,23.1302764,-0.8237962,1,1
4367,6_4_18,Season6,4,18,220,George,35,0,0,31.3203712,21.9125952,-1.4293319,1,1
4368,6_4_18,Season6,4,18,220,LoveInterest,40,0,0,16.4504236,21.8596278,-0.7525482,1,1
4369,6_4_18,Season6,4,18,220,Families,35,25,71.4285714,31.6263631,25.1865068,1.58029888,2,2
4370,6_4_19,Season6,4,19,235,Jerry,50,10,20,31.5546349,23.1302764,-0.4995459,1,1
4371,6_4_19,Season6,4,19,235,George,40,15,37.5,31.3203712,21.9125952,0.28201264,2,2
4372,6_4_19,Season6,4,19,235,Elaine,50,0,0,23.8174973,21.6044789,-1.1024333,1,1
4373,6_4_19,Season6,4,19,235,Kramer,NA,5,NA,39.911779,26.3381431,NA,NA,A
4374,6_4_20,Season6,4,20,90,LoveInterest,25,5,20,16.4504236,21.8596278,0.16238046,1,1
4375,6_4_20,Season6,4,20,90,Other,20,10,50,20.7191006,25.7339278,1.1378325,2,2
4376,6_5_1,Season6,5,1,90,Jerry,35,20,57.1428571,31.5546349,23.1302764,1.1062653,2,2
4377,6_5_2,Season6,5,2,145,Jerry,40,10,25,31.5546349,23.1302764,-0.283379,1,1
4378,6_5_2,Season6,5,2,145,George,40,15,37.5,31.3203712,21.9125952,0.28201264,2,2
4379,6_5_3,Season6,5,3,740,Jerry,160,20,12.5,31.5546349,23.1302764,-0.8237962,1,1
4380,6_5_3,Season6,5,3,740,Elaine,150,35,23.3333333,23.8174973,21.6044789,-0.0224103,1,1
4381,6_5_3,Season6,5,3,740,Kramer,95,30,31.5789474,39.911779,26.3381431,-0.3163789,1,1
4382,6_5_3,Season6,5,3,740,LoveInterest,20,0,0,16.4504236,21.8596278,-0.7525482,1,1
4383,6_5_3,Season6,5,3,740,FNC,40,0,0,27.4106458,24.6512855,-1.1119358,1,1
4384,6_5_3,Season6,5,3,740,Other,30,0,0,20.7191006,25.7339278,-0.8051278,1,1
4385,6_5_4,Season6,5,4,40,George,15,10,66.6666667,31.3203712,21.9125952,1.61305838,2,2
4386,6_5_5,Season6,5,5,465,Jerry,110,20,18.1818182,31.5546349,23.1302764,-0.578152,1,1
4387,6_5_5,Season6,5,5,465,Elaine,110,15,13.6363636,23.8174973,21.6044789,-0.4712511,1,1
4388,6_5_5,Season6,5,5,465,FNC,75,25,33.3333333,27.4106458,24.6512855,0.24025877,1,1
4389,6_5_6,Season6,5,6,30,George,10,10,100,31.3203712,21.9125952,3.13425352,3,3
4390,6_5_7,Season6,5,7,385,Jerry,90,25,27.7777778,31.5546349,23.1302764,-0.1632863,1,1
4391,6_5_7,Season6,5,7,385,Elaine,85,10,11.7647059,23.8174973,21.6044789,-0.5578839,1,1
4392,6_5_7,Season6,5,7,385,FNC,40,10,25,27.4106458,24.6512855,-0.0977899,1,1
4393,6_5_7,Season6,5,7,385,Other,20,15,75,20.7191006,25.7339278,2.10931265,3,3
4394,6_5_8,Season6,5,8,405,Jerry,95,10,10.5263158,31.5546349,23.1302764,-0.9091253,1,1
4395,6_5_8,Season6,5,8,405,George,95,20,21.0526316,31.3203712,21.9125952,-0.4685771,1,1
4396,6_5_8,Season6,5,8,405,Elaine,25,0,0,23.8174973,21.6044789,-1.1024333,1,1
4397,6_5_8,Season6,5,8,405,Kramer,40,25,62.5,39.911779,26.3381431,0.8576239,2,2
4398,6_5_9,Season6,5,9,155,Elaine,45,0,0,23.8174973,21.6044789,-1.1024333,1,1
4399,6_5_9,Season6,5,9,155,LoveInterest,45,20,44.4444444,16.4504236,21.8596278,1.2806266,2,2
4400,6_5_10,Season6,5,10,165,Kramer,45,5,11.1111111,39.911779,26.3381431,-1.0934965,1,1
4401,6_5_10,Season6,5,10,165,FNC,45,25,55.5555556,27.4106458,24.6512855,1.14172179,2,2
4402,6_5_11,Season6,5,11,285,Jerry,75,25,33.3333333,31.5546349,23.1302764,0.07689914,1,1
4403,6_5_11,Season6,5,11,285,Elaine,75,35,46.6666667,23.8174973,21.6044789,1.05761261,2,2
4404,6_5_12,Season6,5,12,140,George,40,15,37.5,31.3203712,21.9125952,0.28201264,2,2
4405,6_5_12,Season6,5,12,140,Other,40,5,12.5,20.7191006,25.7339278,-0.3193877,1,1
4406,6_5_13,Season6,5,13,75,George,20,15,75,31.3203712,21.9125952,1.99335717,3,3
4407,6_5_13,Season6,5,13,75,Other,20,0,0,20.7191006,25.7339278,-0.8051278,1,1
4408,6_5_14,Season6,5,14,485,Jerry,95,60,63.1578947,31.5546349,23.1302764,1.3663157,2,2
4409,6_5_14,Season6,5,14,485,Kramer,120,10,8.33333333,39.911779,26.3381431,-1.1989625,1,1
4410,6_5_14,Season6,5,14,485,FNC,55,20,36.3636364,27.4106458,24.6512855,0.36318554,2,2
4411,6_5_14,Season6,5,14,485,Situation,NA,5,NA,NA,NA,NA,NA,S
4412,6_5_15,Season6,5,15,140,George,35,15,42.8571429,31.3203712,21.9125952,0.52649043,2,2
4413,6_5_15,Season6,5,15,140,Other,35,20,57.1428571,20.7191006,25.7339278,1.41539825,2,2
4414,6_5_16,Season6,5,16,130,Elaine,40,10,25,23.8174973,21.6044789,0.05473415,1,1
4415,6_5_16,Season6,5,16,130,LoveInterest,35,5,14.2857143,16.4504236,21.8596278,-0.0990277,1,1
4416,6_5_17,Season6,5,17,185,George,50,35,70,31.3203712,21.9125952,1.7651779,3,3
4417,6_5_17,Season6,5,17,185,Other,50,0,0,20.7191006,25.7339278,-0.8051278,1,1
4418,6_5_18,Season6,5,18,200,Kramer,50,25,50,39.911779,26.3381431,0.38302704,2,2
4419,6_5_18,Season6,5,18,200,FNC,55,15,27.2727273,27.4106458,24.6512855,-0.0055948,1,1
4420,6_5_19,Season6,5,19,445,George,120,65,54.1666667,31.3203712,21.9125952,1.04261021,2,2
4421,6_5_19,Season6,5,19,445,Other,120,20,16.6666667,20.7191006,25.7339278,-0.1574744,1,1
4422,6_5_20,Season6,5,20,210,Jerry,45,20,44.4444444,31.5546349,23.1302764,0.55727002,2,2
4423,6_5_20,Season6,5,20,210,Elaine,45,15,33.3333333,23.8174973,21.6044789,0.44045663,2,2
4424,6_5_20,Season6,5,20,210,LoveInterest,20,0,0,16.4504236,21.8596278,-0.7525482,1,1
4425,6_5_20,Season6,5,20,210,Other,15,0,0,20.7191006,25.7339278,-0.8051278,1,1
4426,6_5_20,Season6,5,20,210,Situation,NA,5,NA,NA,NA,NA,NA,S
4427,6_5_21,Season6,5,21,100,Elaine,30,5,16.6666667,23.8174973,21.6044789,-0.3309883,1,1
4428,6_5_21,Season6,5,21,100,LoveInterest,30,0,0,16.4504236,21.8596278,-0.7525482,1,1
4429,6_5_21,Season6,5,21,100,Situation,NA,5,NA,NA,NA,NA,NA,S
4430,6_5_22,Season6,5,22,105,George,30,15,50,31.3203712,21.9125952,0.85246081,2,2
4431,6_5_22,Season6,5,22,105,Other,30,0,0,20.7191006,25.7339278,-0.8051278,1,1
4432,6_6_1,Season6,6,1,95,Jerry,35,25,71.4285714,31.5546349,23.1302764,1.723885,3,3
4433,6_6_2,Season6,6,2,615,Jerry,145,40,27.5862069,31.5546349,23.1302764,-0.1715686,2,2
4434,6_6_2,Season6,6,2,615,George,95,50,52.6315789,31.3203712,21.9125952,0.97255517,2,2
4435,6_6_2,Season6,6,2,615,Kramer,105,35,33.3333333,39.911779,26.3381431,-0.2497688,1,1
4436,6_6_3,Season6,6,3,430,Elaine,105,10,9.52380952,23.8174973,21.6044789,-0.6616076,1,1
4437,6_6_3,Season6,6,3,430,Kramer,75,40,53.3333333,39.911779,26.3381431,0.5095862,2,2
4438,6_6_3,Season6,6,3,430,FNC,80,15,18.75,27.4106458,24.6512855,-0.3513263,1,1
4439,6_6_4,Season6,6,4,350,George,90,45,50,31.3203712,21.9125952,0.85246081,2,2
4440,6_6_4,Season6,6,4,350,LoveInterest,45,0,0,16.4504236,21.8596278,-0.7525482,1,1
4441,6_6_4,Season6,6,4,350,Other,70,5,7.14285714,20.7191006,25.7339278,-0.527562,1,1
4442,6_6_4,Season6,6,4,350,Situation,NA,5,NA,NA,NA,NA,NA,S
4443,6_6_5,Season6,6,5,150,Elaine,40,0,0,23.8174973,21.6044789,-1.1024333,1,1
4444,6_6_5,Season6,6,5,150,FNC,40,30,75,27.4106458,24.6512855,1.93050193,3,3
4445,6_6_6,Season6,6,6,115,Jerry,30,20,66.6666667,31.5546349,23.1302764,1.51801177,3,3
4446,6_6_6,Season6,6,6,115,LoveInterest,30,5,16.6666667,16.4504236,21.8596278,0.00989235,2,2
4447,6_6_7,Season6,6,7,355,Jerry,85,35,41.1764706,31.5546349,23.1302764,0.41598447,2,2
4448,6_6_7,Season6,6,7,355,George,85,15,17.6470588,31.3203712,21.9125952,-0.6239933,1,1
4449,6_6_7,Season6,6,7,355,Kramer,35,15,42.8571429,39.911779,26.3381431,0.11182883,2,2
4450,6_6_8,Season6,6,8,160,Elaine,45,20,44.4444444,23.8174973,21.6044789,0.95475328,2,2
4451,6_6_8,Season6,6,8,160,FNC,45,0,0,27.4106458,24.6512855,-1.1119358,1,1
4452,6_6_8,Season6,6,8,160,Other,NA,5,NA,20.7191006,25.7339278,NA,NA,A
4453,6_6_9,Season6,6,9,545,Jerry,125,10,8,31.5546349,23.1302764,-1.0183465,1,1
4454,6_6_9,Season6,6,9,545,George,125,30,24,31.3203712,21.9125952,-0.3340714,1,1
4455,6_6_9,Season6,6,9,545,Kramer,90,40,44.4444444,39.911779,26.3381431,0.1720951,2,2
4456,6_6_10,Season6,6,10,120,Jerry,35,0,0,31.5546349,23.1302764,-1.3642135,1,1
4457,6_6_10,Season6,6,10,120,LoveInterest,35,15,42.8571429,16.4504236,21.8596278,1.20801321,3,3
4458,6_6_11,Season6,6,11,335,Jerry,90,15,16.6666667,31.5546349,23.1302764,-0.6436572,1,1
4459,6_6_11,Season6,6,11,335,Elaine,90,25,27.7777778,23.8174973,21.6044789,0.18330831,2,2
4460,6_6_11,Season6,6,11,335,Kramer,15,10,66.6666667,39.911779,26.3381431,1.01582285,2,2
4461,6_6_12,Season6,6,12,255,George,50,35,70,31.3203712,21.9125952,1.7651779,3,3
4462,6_6_12,Season6,6,12,255,Other,50,10,20,20.7191006,25.7339278,-0.0279437,2,2
4463,6_6_12,Season6,6,12,255,Situation,NA,10,NA,NA,NA,NA,NA,S
4464,6_6_13,Season6,6,13,295,Jerry,70,20,28.5714286,31.5546349,23.1302764,-0.1289741,2,2
4465,6_6_13,Season6,6,13,295,George,70,20,28.5714286,31.3203712,21.9125952,-0.1254503,2,2
4466,6_6_13,Season6,6,13,295,Kramer,40,5,12.5,39.911779,26.3381431,-1.0407635,1,1
4467,6_6_14,Season6,6,14,125,Elaine,35,5,14.2857143,23.8174973,21.6044789,-0.4411948,1,1
4468,6_6_14,Season6,6,14,125,FNC,35,15,42.8571429,27.4106458,24.6512855,0.62660006,2,2
4469,6_6_15,Season6,6,15,205,Jerry,45,10,22.2222222,31.5546349,23.1302764,-0.4034717,1,1
4470,6_6_15,Season6,6,15,205,Kramer,10,5,50,39.911779,26.3381431,0.38302704,2,2
4471,6_6_15,Season6,6,15,205,LoveInterest,45,5,11.1111111,16.4504236,21.8596278,-0.2442545,1,1
4472,6_6_15,Season6,6,15,205,Other,30,5,16.6666667,20.7191006,25.7339278,-0.1574744,2,2
4473,6_6_16,Season6,6,16,250,Elaine,65,30,46.1538462,23.8174973,21.6044789,1.03387584,2,2
4474,6_6_16,Season6,6,16,250,FNC,65,25,38.4615385,27.4106458,24.6512855,0.4482887,2,2
4475,6_6_17,Season6,6,17,50,George,15,5,33.3333333,31.3203712,21.9125952,0.09186325,2,2
4476,6_6_17,Season6,6,17,50,LoveInterest,15,0,0,16.4504236,21.8596278,-0.7525482,1,1
4477,6_6_18,Season6,6,18,115,Jerry,25,10,40,31.5546349,23.1302764,0.36512167,2,2
4478,6_6_18,Season6,6,18,115,LoveInterest,25,0,0,16.4504236,21.8596278,-0.7525482,1,1
4479,6_6_18,Season6,6,18,115,Other,25,0,0,20.7191006,25.7339278,-0.8051278,1,1
4480,6_6_19,Season6,6,19,35,George,10,0,0,31.3203712,21.9125952,-1.4293319,1,1
4481,6_6_19,Season6,6,19,35,Other,10,5,50,20.7191006,25.7339278,1.1378325,3,3
4482,6_6_20,Season6,6,20,145,Jerry,5,0,0,31.5546349,23.1302764,-1.3642135,1,1
4483,6_6_20,Season6,6,20,145,Kramer,40,20,50,39.911779,26.3381431,0.38302704,2,2
4484,6_6_20,Season6,6,20,145,LoveInterest,5,0,0,16.4504236,21.8596278,-0.7525482,1,1
4485,6_6_20,Season6,6,20,145,Other,30,0,0,20.7191006,25.7339278,-0.8051278,1,1
4486,6_6_21,Season6,6,21,115,George,25,20,80,31.3203712,21.9125952,2.22153644,3,3
4487,6_6_21,Season6,6,21,115,LoveInterest,20,0,0,16.4504236,21.8596278,-0.7525482,1,1
4488,6_6_21,Season6,6,21,115,Other,25,0,0,20.7191006,25.7339278,-0.8051278,1,1
4489,6_6_22,Season6,6,22,90,FNC,25,15,60,27.4106458,24.6512855,1.32201439,3,3
4490,6_6_22,Season6,6,22,90,Other,25,0,0,20.7191006,25.7339278,-0.8051278,1,1
4491,6_6_23,Season6,6,23,150,Jerry,45,0,0,31.5546349,23.1302764,-1.3642135,1,1
4492,6_6_23,Season6,6,23,150,LoveInterest,45,15,33.3333333,16.4504236,21.8596278,0.7723329,2,2
4493,6_6_24,Season6,6,24,15,Kramer,5,5,100,39.911779,26.3381431,2.28141448,3,3
4494,6_7_1,Season6,7,1,95,Jerry,40,15,37.5,31.5546349,23.1302764,0.25703822,3,3
4495,6_7_2,Season6,7,2,770,Jerry,160,35,21.875,31.5546349,23.1302764,-0.4184833,2,2
4496,6_7_2,Season6,7,2,770,George,160,30,18.75,31.3203712,21.9125952,-0.5736596,2,2
4497,6_7_2,Season6,7,2,770,Elaine,100,5,5,23.8174973,21.6044789,-0.8709998,1,1
4498,6_7_2,Season6,7,2,770,LoveInterest,40,5,12.5,16.4504236,21.8596278,-0.1807178,2,2
4499,6_7_2,Season6,7,2,770,FNC,60,15,25,27.4106458,24.6512855,-0.0977899,2,2
4500,6_7_3,Season6,7,3,130,Jerry,35,15,42.8571429,31.5546349,23.1302764,0.48864561,3,3
4501,6_7_3,Season6,7,3,130,George,35,10,28.5714286,31.3203712,21.9125952,-0.1254503,2,2
4502,6_7_4,Season6,7,4,470,Jerry,105,25,23.8095238,31.5546349,23.1302764,-0.3348473,2,2
4503,6_7_4,Season6,7,4,470,George,15,5,33.3333333,31.3203712,21.9125952,0.09186325,2,2
4504,6_7_4,Season6,7,4,470,Kramer,105,30,28.5714286,39.911779,26.3381431,-0.4305676,2,2
