rowID,SceneID,Season,Episode,SceneNumber,Scenetime,Character,Screentime,Laughtime,laughPercent,meanLaughPercent,sdLaughPercent,zLaughPercent,laughBin,laughBinFull
792,3_8_3,Season3,8,3,810,Jerry,110,45,40.9090909,31.5546349,23.1302764,0.40442474,2,2
793,3_8_3,Season3,8,3,810,George,190,45,23.6842105,31.3203712,21.9125952,-0.3484827,1,1
794,3_8_3,Season3,8,3,810,Elaine,180,40,22.2222222,23.8174973,21.6044789,-0.07384,2,2
795,3_8_3,Season3,8,3,810,FNC,10,0,0,27.4106458,24.6512855,-1.1119358,1,1
796,3_8_4,Season3,8,4,1270,Jerry,220,30,13.6363636,31.5546349,23.1302764,-0.7746674,1,1
797,3_8_4,Season3,8,4,1270,George,225,60,26.6666667,31.3203712,21.9125952,-0.2123758,2,2
798,3_8_4,Season3,8,4,1270,Elaine,125,40,32,23.8174973,21.6044789,0.37874104,2,2
799,3_8_4,Season3,8,4,1270,Kramer,195,30,15.3846154,39.911779,26.3381431,-0.9312412,1,1
800,3_8_4,Season3,8,4,1270,Other,90,30,33.3333333,20.7191006,25.7339278,0.49017907,2,2
801,3_8_5,Season3,8,5,280,George,75,40,53.3333333,31.3203712,21.9125952,1.00458033,3,3
802,3_8_5,Season3,8,5,280,Elaine,75,15,20,23.8174973,21.6044789,-0.1766993,2,2
803,3_8_6,Season3,8,6,1130,Jerry,245,80,32.6530612,31.5546349,23.1302764,0.04748868,2,2
804,3_8_6,Season3,8,6,1130,George,155,60,38.7096774,31.3203712,21.9125952,0.3372173,2,2
805,3_8_6,Season3,8,6,1130,Elaine,55,10,18.1818182,23.8174973,21.6044789,-0.260857,1,1
806,3_8_6,Season3,8,6,1130,Kramer,235,45,19.1489362,39.911779,26.3381431,-0.7883184,1,1
807,3_8_7,Season3,8,7,1380,Jerry,305,75,24.5901639,31.5546349,23.1302764,-0.3010976,1,1
808,3_8_7,Season3,8,7,1380,George,250,55,22,31.3203712,21.9125952,-0.4253431,1,1
809,3_8_7,Season3,8,7,1380,Elaine,100,15,15,23.8174973,21.6044789,-0.4081328,1,1
810,3_8_7,Season3,8,7,1380,Kramer,175,100,57.1428571,39.911779,26.3381431,0.65422525,3,3
811,3_8_8,Season3,8,8,100,Jerry,40,20,50,31.5546349,23.1302764,0.79745546,3,3
812,3_9_1,Season3,9,1,150,Jerry,55,40,72.7272727,31.5546349,23.1302764,1.78003225,3,3
813,3_9_2,Season3,9,2,575,Jerry,155,20,12.9032258,31.5546349,23.1302764,-0.8063634,1,1
814,3_9_2,Season3,9,2,575,George,135,45,33.3333333,31.3203712,21.9125952,0.09186325,2,2
815,3_9_2,Season3,9,2,575,LoveInterest,30,5,16.6666667,16.4504236,21.8596278,0.00989235,2,2
816,3_9_2,Season3,9,2,575,Other,15,5,33.3333333,20.7191006,25.7339278,0.49017907,2,2
817,3_9_3,Season3,9,3,680,Jerry,105,0,0,31.5546349,23.1302764,-1.3642135,1,1
818,3_9_3,Season3,9,3,680,George,105,5,4.76190476,31.3203712,21.9125952,-1.2120183,1,1
819,3_9_3,Season3,9,3,680,Elaine,95,10,10.5263158,23.8174973,21.6044789,-0.6152049,1,1
820,3_9_3,Season3,9,3,680,Kramer,105,40,38.0952381,39.911779,26.3381431,-0.06897,2,2
821,3_9_3,Season3,9,3,680,LoveInterest,105,0,0,16.4504236,21.8596278,-0.7525482,1,1
822,3_9_3,Season3,9,3,680,Situation,NA,5,NA,NA,NA,NA,NA,S
823,3_9_4,Season3,9,4,50,Jerry,20,10,50,31.5546349,23.1302764,0.79745546,3,3
824,3_9_5,Season3,9,5,510,George,140,70,50,31.3203712,21.9125952,0.85246081,3,3
825,3_9_5,Season3,9,5,510,Elaine,20,0,0,23.8174973,21.6044789,-1.1024333,1,1
826,3_9_5,Season3,9,5,510,LoveInterest,140,0,0,16.4504236,21.8596278,-0.7525482,1,1
827,3_9_6,Season3,9,6,380,Jerry,110,25,22.7272727,31.5546349,23.1302764,-0.3816367,2,2
828,3_9_6,Season3,9,6,380,George,90,20,22.2222222,31.3203712,21.9125952,-0.4152018,1,1
829,3_9_6,Season3,9,6,380,Kramer,20,5,25,39.911779,26.3381431,-0.5661667,1,1
830,3_9_7,Season3,9,7,360,Jerry,55,0,0,31.5546349,23.1302764,-1.3642135,1,1
831,3_9_7,Season3,9,7,360,George,55,15,27.2727273,31.3203712,21.9125952,-0.1847177,2,2
832,3_9_7,Season3,9,7,360,Elaine,55,10,18.1818182,23.8174973,21.6044789,-0.260857,2,2
833,3_9_7,Season3,9,7,360,Kramer,55,5,9.09090909,39.911779,26.3381431,-1.170199,1,1
834,3_9_7,Season3,9,7,360,LoveInterest,55,0,0,16.4504236,21.8596278,-0.7525482,1,1
835,3_9_8,Season3,9,8,325,Jerry,70,0,0,31.5546349,23.1302764,-1.3642135,1,1
836,3_9_8,Season3,9,8,325,George,70,20,28.5714286,31.3203712,21.9125952,-0.1254503,2,2
837,3_9_8,Season3,9,8,325,Elaine,70,5,7.14285714,23.8174973,21.6044789,-0.771814,1,1
838,3_9_8,Season3,9,8,325,Kramer,10,0,0,39.911779,26.3381431,-1.5153604,1,1
839,3_9_8,Season3,9,8,325,LoveInterest,10,0,0,16.4504236,21.8596278,-0.7525482,1,1
840,3_9_9,Season3,9,9,190,Jerry,55,5,9.09090909,31.5546349,23.1302764,-0.9711828,1,1
841,3_9_9,Season3,9,9,190,Kramer,55,20,36.3636364,39.911779,26.3381431,-0.134715,2,2
842,3_9_10,Season3,9,10,280,George,80,40,50,31.3203712,21.9125952,0.85246081,3,3
843,3_9_10,Season3,9,10,280,LoveInterest,80,0,0,16.4504236,21.8596278,-0.7525482,1,1
844,3_9_11,Season3,9,11,290,Jerry,100,40,40,31.5546349,23.1302764,0.36512167,2,2
845,3_9_11,Season3,9,11,290,LoveInterest,50,0,0,16.4504236,21.8596278,-0.7525482,1,1
846,3_9_12,Season3,9,12,330,Elaine,75,5,6.66666667,23.8174973,21.6044789,-0.7938553,1,1
847,3_9_12,Season3,9,12,330,Kramer,75,35,46.6666667,39.911779,26.3381431,0.25646788,2,2
848,3_9_12,Season3,9,12,330,Other,65,0,0,20.7191006,25.7339278,-0.8051278,1,1
849,3_9_13,Season3,9,13,165,Jerry,55,25,45.4545455,31.5546349,23.1302764,0.6009401,2,2
850,3_9_13,Season3,9,13,165,LoveInterest,30,0,0,16.4504236,21.8596278,-0.7525482,1,1
851,3_9_14,Season3,9,14,250,Elaine,55,0,0,23.8174973,21.6044789,-1.1024333,1,1
852,3_9_14,Season3,9,14,250,Kramer,55,15,27.2727273,39.911779,26.3381431,-0.4798763,1,1
853,3_9_14,Season3,9,14,250,Other,55,15,27.2727273,20.7191006,25.7339278,0.25466873,2,2
854,3_9_15,Season3,9,15,405,Jerry,70,5,7.14285714,31.5546349,23.1302764,-1.0554036,1,1
855,3_9_15,Season3,9,15,405,George,70,10,14.2857143,31.3203712,21.9125952,-0.7773911,1,1
856,3_9_15,Season3,9,15,405,Elaine,70,5,7.14285714,23.8174973,21.6044789,-0.771814,1,1
857,3_9_15,Season3,9,15,405,Kramer,50,15,30,39.911779,26.3381431,-0.3763279,2,2
858,3_9_15,Season3,9,15,405,LoveInterest,40,0,0,16.4504236,21.8596278,-0.7525482,1,1
859,3_9_16,Season3,9,16,110,Jerry,40,30,75,31.5546349,23.1302764,1.87828993,3,3
860,3_10_1,Season3,10,1,160,Jerry,60,40,66.6666667,31.5546349,23.1302764,1.51801177,3,3
861,3_10_2,Season3,10,2,605,Jerry,150,45,30,31.5546349,23.1302764,-0.0672121,1,1
862,3_10_2,Season3,10,2,605,George,150,30,20,31.3203712,21.9125952,-0.5166148,1,1
863,3_10_2,Season3,10,2,605,Other,70,10,14.2857143,20.7191006,25.7339278,-0.2499963,1,1
864,3_10_3,Season3,10,3,310,Jerry,70,30,42.8571429,31.5546349,23.1302764,0.48864561,2,2
865,3_10_3,Season3,10,3,310,George,35,0,0,31.3203712,21.9125952,-1.4293319,1,1
866,3_10_3,Season3,10,3,310,Elaine,70,10,14.2857143,23.8174973,21.6044789,-0.4411948,1,1
867,3_10_3,Season3,10,3,310,LoveInterest,25,0,0,16.4504236,21.8596278,-0.7525482,1,1
868,3_10_4,Season3,10,4,485,Jerry,105,25,23.8095238,31.5546349,23.1302764,-0.3348473,1,1
869,3_10_4,Season3,10,4,485,George,45,15,33.3333333,31.3203712,21.9125952,0.09186325,2,2
870,3_10_4,Season3,10,4,485,Elaine,55,35,63.6363636,23.8174973,21.6044789,1.84308386,3,3
871,3_10_4,Season3,10,4,485,Other,65,10,15.3846154,20.7191006,25.7339278,-0.2072939,1,1
872,3_10_4,Season3,10,4,485,Situation,NA,5,NA,NA,NA,NA,NA,S
873,3_10_5,Season3,10,5,715,Jerry,155,25,16.1290323,31.5546349,23.1302764,-0.6669009,1,1
874,3_10_5,Season3,10,5,715,George,140,35,25,31.3203712,21.9125952,-0.2884355,1,1
875,3_10_5,Season3,10,5,715,Elaine,75,15,20,23.8174973,21.6044789,-0.1766993,1,1
876,3_10_5,Season3,10,5,715,LoveInterest,20,0,0,16.4504236,21.8596278,-0.7525482,1,1
877,3_10_5,Season3,10,5,715,Other,60,10,16.6666667,20.7191006,25.7339278,-0.1574744,1,1
878,3_10_6,Season3,10,6,90,Jerry,30,30,100,31.5546349,23.1302764,2.95912439,3,3
879,3_10_7,Season3,10,7,370,Jerry,55,15,27.2727273,31.5546349,23.1302764,-0.1851213,1,1
880,3_10_7,Season3,10,7,370,George,50,15,30,31.3203712,21.9125952,-0.0602563,1,1
881,3_10_7,Season3,10,7,370,Elaine,60,5,8.33333333,23.8174973,21.6044789,-0.7167108,1,1
882,3_10_7,Season3,10,7,370,LoveInterest,50,10,20,16.4504236,21.8596278,0.16238046,2,2
883,3_10_7,Season3,10,7,370,Other,15,5,33.3333333,20.7191006,25.7339278,0.49017907,2,2
884,3_10_8,Season3,10,8,755,Jerry,150,25,16.6666667,31.5546349,23.1302764,-0.6436572,1,1
885,3_10_8,Season3,10,8,755,Elaine,150,15,10,23.8174973,21.6044789,-0.6395663,1,1
886,3_10_8,Season3,10,8,755,Kramer,70,25,35.7142857,39.911779,26.3381431,-0.1593694,1,1
887,3_10_8,Season3,10,8,755,Other,150,20,13.3333333,20.7191006,25.7339278,-0.2870051,1,1
888,3_10_9,Season3,10,9,285,Jerry,95,15,15.7894737,31.5546349,23.1302764,-0.6815812,1,1
889,3_10_9,Season3,10,9,285,Other,70,10,14.2857143,20.7191006,25.7339278,-0.2499963,1,1
890,3_10_10,Season3,10,10,190,Jerry,55,10,18.1818182,31.5546349,23.1302764,-0.578152,1,1
891,3_10_10,Season3,10,10,190,George,55,15,27.2727273,31.3203712,21.9125952,-0.1847177,1,1
892,3_10_11,Season3,10,11,95,Kramer,30,5,16.6666667,39.911779,26.3381431,-0.8825646,1,1
893,3_10_11,Season3,10,11,95,Other,30,0,0,20.7191006,25.7339278,-0.8051278,1,1
894,3_10_12,Season3,10,12,245,Jerry,60,5,8.33333333,31.5546349,23.1302764,-1.0039353,1,1
895,3_10_12,Season3,10,12,245,George,60,15,25,31.3203712,21.9125952,-0.2884355,1,1
896,3_10_12,Season3,10,12,245,Other,35,10,28.5714286,20.7191006,25.7339278,0.30513523,2,2
897,3_10_13,Season3,10,13,200,Kramer,55,25,45.4545455,39.911779,26.3381431,0.21044636,2,2
898,3_10_13,Season3,10,13,200,Other,55,10,18.1818182,20.7191006,25.7339278,-0.0985968,1,1
899,3_10_14,Season3,10,14,305,Jerry,80,5,6.25,31.5546349,23.1302764,-1.0940049,1,1
900,3_10_14,Season3,10,14,305,Elaine,10,5,50,23.8174973,21.6044789,1.21190161,2,2
901,3_10_14,Season3,10,14,305,Other,85,25,29.4117647,20.7191006,25.7339278,0.33779002,2,2
902,3_10_14,Season3,10,14,305,Situation,NA,10,NA,NA,NA,NA,NA,S
903,3_10_15,Season3,10,15,90,Jerry,25,15,60,31.5546349,23.1302764,1.22978924,2,2
904,3_10_15,Season3,10,15,90,George,25,0,0,31.3203712,21.9125952,-1.4293319,1,1
905,3_10_16,Season3,10,16,55,Jerry,20,15,75,31.5546349,23.1302764,1.87828993,3,3
906,3_11_1,Season3,11,1,90,Jerry,35,20,57.1428571,31.5546349,23.1302764,1.1062653,3,3
907,3_11_2,Season3,11,2,1295,Jerry,245,50,20.4081633,31.5546349,23.1302764,-0.4818996,1,1
908,3_11_2,Season3,11,2,1295,George,240,30,12.5,31.3203712,21.9125952,-0.8588837,1,1
909,3_11_2,Season3,11,2,1295,Kramer,220,50,22.7272727,39.911779,26.3381431,-0.652457,1,1
910,3_11_2,Season3,11,2,1295,FNC,80,20,25,27.4106458,24.6512855,-0.0977899,2,2
911,3_11_2,Season3,11,2,1295,Other,85,30,35.2941176,20.7191006,25.7339278,0.56637359,2,2
912,3_11_3,Season3,11,3,750,Jerry,165,80,48.4848485,31.5546349,23.1302764,0.73195034,2,2
913,3_11_3,Season3,11,3,750,Elaine,165,25,15.1515152,23.8174973,21.6044789,-0.4011197,1,1
914,3_11_3,Season3,11,3,750,Other,145,5,3.44827586,20.7191006,25.7339278,-0.6711305,1,1
915,3_11_4,Season3,11,4,915,Jerry,175,25,14.2857143,31.5546349,23.1302764,-0.7465938,1,1
916,3_11_4,Season3,11,4,915,George,135,40,29.6296296,31.3203712,21.9125952,-0.0771584,2,2
917,3_11_4,Season3,11,4,915,Elaine,155,20,12.9032258,23.8174973,21.6044789,-0.5051856,1,1
918,3_11_4,Season3,11,4,915,Kramer,145,45,31.0344828,39.911779,26.3381431,-0.337051,1,1
919,3_11_5,Season3,11,5,20,Jerry,5,0,0,31.5546349,23.1302764,-1.3642135,1,1
920,3_11_5,Season3,11,5,20,Elaine,5,0,0,23.8174973,21.6044789,-1.1024333,1,1
921,3_11_5,Season3,11,5,20,LoveInterest,5,0,0,16.4504236,21.8596278,-0.7525482,1,1
922,3_11_6,Season3,11,6,620,Jerry,110,30,27.2727273,31.5546349,23.1302764,-0.1851213,1,1
923,3_11_6,Season3,11,6,620,Elaine,110,10,9.09090909,23.8174973,21.6044789,-0.6816451,1,1
924,3_11_6,Season3,11,6,620,Kramer,90,40,44.4444444,39.911779,26.3381431,0.1720951,2,2
925,3_11_6,Season3,11,6,620,LoveInterest,110,0,0,16.4504236,21.8596278,-0.7525482,1,1
926,3_11_6,Season3,11,6,620,Situation,NA,10,NA,NA,NA,NA,NA,S
927,3_11_7,Season3,11,7,665,Jerry,110,25,22.7272727,31.5546349,23.1302764,-0.3816367,1,1
928,3_11_7,Season3,11,7,665,George,50,5,10,31.3203712,21.9125952,-0.9729734,1,1
929,3_11_7,Season3,11,7,665,Elaine,110,5,4.54545455,23.8174973,21.6044789,-0.8920392,1,1
930,3_11_7,Season3,11,7,665,Kramer,30,20,66.6666667,39.911779,26.3381431,1.01582285,2,2
931,3_11_7,Season3,11,7,665,LoveInterest,110,0,0,16.4504236,21.8596278,-0.7525482,1,1
932,3_11_7,Season3,11,7,665,Other,75,15,20,20.7191006,25.7339278,-0.0279437,2,2
933,3_11_8,Season3,11,8,55,Jerry,20,15,75,31.5546349,23.1302764,1.87828993,3,3
934,3_11_9,Season3,11,9,455,Jerry,85,25,29.4117647,31.5546349,23.1302764,-0.0926435,2,2
935,3_11_9,Season3,11,9,455,George,85,10,11.7647059,31.3203712,21.9125952,-0.8924395,1,1
936,3_11_9,Season3,11,9,455,Kramer,45,5,11.1111111,39.911779,26.3381431,-1.0934965,1,1
937,3_11_9,Season3,11,9,455,FNC,85,30,35.2941176,27.4106458,24.6512855,0.31979962,2,2
938,3_11_10,Season3,11,10,435,Jerry,100,40,40,31.5546349,23.1302764,0.36512167,2,2
939,3_11_10,Season3,11,10,435,Elaine,100,10,10,23.8174973,21.6044789,-0.6395663,1,1
940,3_11_10,Season3,11,10,435,Other,85,0,0,20.7191006,25.7339278,-0.8051278,1,1
941,3_11_11,Season3,11,11,490,Elaine,130,95,73.0769231,23.8174973,21.6044789,2.28005618,3,3
942,3_11_11,Season3,11,11,490,LoveInterest,130,0,0,16.4504236,21.8596278,-0.7525482,1,1
943,3_11_11,Season3,11,11,490,Situation,NA,5,NA,NA,NA,NA,NA,S
944,3_11_12,Season3,11,12,525,Jerry,100,15,15,31.5546349,23.1302764,-0.7157128,1,1
945,3_11_12,Season3,11,12,525,George,100,10,10,31.3203712,21.9125952,-0.9729734,1,1
946,3_11_12,Season3,11,12,525,Elaine,100,15,15,23.8174973,21.6044789,-0.4081328,1,1
947,3_11_12,Season3,11,12,525,Kramer,60,20,33.3333333,39.911779,26.3381431,-0.2497688,1,1
948,3_11_12,Season3,11,12,525,Other,5,0,0,20.7191006,25.7339278,-0.8051278,1,1
949,3_11_13,Season3,11,13,85,Jerry,30,25,83.3333333,31.5546349,23.1302764,2.23856808,3,3
950,3_12_1,Season3,12,1,100,Jerry,35,30,85.7142857,31.5546349,23.1302764,2.3415047,3,3
951,3_12_2,Season3,12,2,995,Jerry,160,55,34.375,31.5546349,23.1302764,0.12193391,1,1
952,3_12_2,Season3,12,2,995,George,205,85,41.4634146,31.3203712,21.9125952,0.46288645,1,1
953,3_12_2,Season3,12,2,995,Elaine,155,10,6.4516129,23.8174973,21.6044789,-0.8038095,1,1
954,3_12_2,Season3,12,2,995,LoveInterest,45,5,11.1111111,16.4504236,21.8596278,-0.2442545,1,1
955,3_12_2,Season3,12,2,995,FNC,55,0,0,27.4106458,24.6512855,-1.1119358,1,1
956,3_12_3,Season3,12,3,265,Jerry,70,25,35.7142857,31.5546349,23.1302764,0.17983576,1,1
957,3_12_3,Season3,12,3,265,George,70,10,14.2857143,31.3203712,21.9125952,-0.7773911,1,1
958,3_12_3,Season3,12,3,265,Other,20,0,0,20.7191006,25.7339278,-0.8051278,1,1
959,3_12_4,Season3,12,4,1290,Jerry,250,65,26,31.5546349,23.1302764,-0.2401456,1,1
960,3_12_4,Season3,12,4,1290,George,160,35,21.875,31.3203712,21.9125952,-0.4310476,1,1
961,3_12_4,Season3,12,4,1290,Elaine,250,10,4,23.8174973,21.6044789,-0.9172865,1,1
962,3_12_4,Season3,12,4,1290,Kramer,180,90,50,39.911779,26.3381431,0.38302704,1,1
963,3_12_5,Season3,12,5,95,George,30,5,16.6666667,31.3203712,21.9125952,-0.6687343,1,1
964,3_12_5,Season3,12,5,95,Elaine,20,0,0,23.8174973,21.6044789,-1.1024333,1,1
965,3_12_5,Season3,12,5,95,LoveInterest,10,0,0,16.4504236,21.8596278,-0.7525482,1,1
966,3_12_6,Season3,12,6,310,Jerry,85,30,35.2941176,31.5546349,23.1302764,0.16167047,1,1
967,3_12_6,Season3,12,6,310,George,85,25,29.4117647,31.3203712,21.9125952,-0.0871009,1,1
968,3_12_7,Season3,12,7,730,Jerry,170,50,29.4117647,31.5546349,23.1302764,-0.0926435,1,1
969,3_12_7,Season3,12,7,730,George,110,45,40.9090909,31.3203712,21.9125952,0.43758941,1,1
970,3_12_7,Season3,12,7,730,Elaine,150,30,20,23.8174973,21.6044789,-0.1766993,1,1
971,3_12_8,Season3,12,8,405,George,110,10,9.09090909,31.3203712,21.9125952,-1.0144605,1,1
972,3_12_8,Season3,12,8,405,LoveInterest,110,65,59.0909091,16.4504236,21.8596278,1.95065011,2,2
973,3_12_9,Season3,12,9,195,Jerry,55,35,63.6363636,31.5546349,23.1302764,1.38700153,2,2
974,3_12_9,Season3,12,9,195,LoveInterest,45,5,11.1111111,16.4504236,21.8596278,-0.2442545,1,1
975,3_12_10,Season3,12,10,280,George,75,35,46.6666667,31.3203712,21.9125952,0.7003413,2,2
976,3_12_10,Season3,12,10,280,FNC,75,20,26.6666667,27.4106458,24.6512855,-0.0301801,1,1
977,3_12_11,Season3,12,11,585,Jerry,100,10,10,31.5546349,23.1302764,-0.9318797,1,1
978,3_12_11,Season3,12,11,585,George,120,10,8.33333333,31.3203712,21.9125952,-1.0490331,1,1
979,3_12_11,Season3,12,11,585,Elaine,120,20,16.6666667,23.8174973,21.6044789,-0.3309883,1,1
980,3_12_11,Season3,12,11,585,LoveInterest,55,10,18.1818182,16.4504236,21.8596278,0.07920513,1,1
981,3_12_11,Season3,12,11,585,Situation,NA,20,NA,NA,NA,NA,NA,S
982,3_12_12,Season3,12,12,60,Jerry,20,10,50,31.5546349,23.1302764,0.79745546,2,2
983,3_12_12,Season3,12,12,60,LoveInterest,5,5,100,16.4504236,21.8596278,3.8220951,3,3
984,3_13_1,Season3,13,1,145,Jerry,55,35,63.6363636,31.5546349,23.1302764,1.38700153,2,2
985,3_13_2,Season3,13,2,450,Jerry,80,15,18.75,31.5546349,23.1302764,-0.5535876,1,1
986,3_13_2,Season3,13,2,450,George,80,20,25,31.3203712,21.9125952,-0.2884355,1,1
987,3_13_2,Season3,13,2,450,Elaine,80,5,6.25,23.8174973,21.6044789,-0.8131414,1,1
988,3_13_2,Season3,13,2,450,Kramer,75,15,20,39.911779,26.3381431,-0.7560054,1,1
989,3_13_3,Season3,13,3,425,Jerry,75,10,13.3333333,31.5546349,23.1302764,-0.7877684,1,1
990,3_13_3,Season3,13,3,425,George,75,15,20,31.3203712,21.9125952,-0.5166148,1,1
991,3_13_3,Season3,13,3,425,Elaine,75,5,6.66666667,23.8174973,21.6044789,-0.7938553,1,1
992,3_13_3,Season3,13,3,425,Kramer,75,5,6.66666667,39.911779,26.3381431,-1.2622421,1,1
993,3_13_3,Season3,13,3,425,Other,15,0,0,20.7191006,25.7339278,-0.8051278,1,1
994,3_13_4,Season3,13,4,110,Jerry,20,0,0,31.5546349,23.1302764,-1.3642135,1,1
995,3_13_4,Season3,13,4,110,George,20,0,0,31.3203712,21.9125952,-1.4293319,1,1
996,3_13_4,Season3,13,4,110,Elaine,20,5,25,23.8174973,21.6044789,0.05473415,1,1
997,3_13_4,Season3,13,4,110,Kramer,20,0,0,39.911779,26.3381431,-1.5153604,1,1
998,3_13_4,Season3,13,4,110,Situation,NA,5,NA,NA,NA,NA,NA,S
999,3_13_5,Season3,13,5,45,Jerry,15,0,0,31.5546349,23.1302764,-1.3642135,1,1
1000,3_13_5,Season3,13,5,45,Other,10,0,0,20.7191006,25.7339278,-0.8051278,1,1
1001,3_13_6,Season3,13,6,70,George,20,5,25,31.3203712,21.9125952,-0.2884355,1,1
1002,3_13_6,Season3,13,6,70,LoveInterest,20,5,25,16.4504236,21.8596278,0.39111262,1,1
1003,3_13_7,Season3,13,7,115,Kramer,30,25,83.3333333,39.911779,26.3381431,1.64861866,2,2
1004,3_13_7,Season3,13,7,115,Other,30,0,0,20.7191006,25.7339278,-0.8051278,1,1
1005,3_13_8,Season3,13,8,80,Jerry,20,15,75,31.5546349,23.1302764,1.87828993,2,2
1006,3_13_8,Season3,13,8,80,Other,20,5,25,20.7191006,25.7339278,0.16635235,1,1
1007,3_13_9,Season3,13,9,370,George,100,70,70,31.3203712,21.9125952,1.7651779,2,2
1008,3_13_9,Season3,13,9,370,LoveInterest,100,0,0,16.4504236,21.8596278,-0.7525482,1,1
1009,3_13_10,Season3,13,10,385,Elaine,110,25,22.7272727,23.8174973,21.6044789,-0.0504629,1,1
1010,3_13_10,Season3,13,10,385,Other,105,30,28.5714286,20.7191006,25.7339278,0.30513523,1,1
1011,3_13_11,Season3,13,11,90,Kramer,25,5,20,39.911779,26.3381431,-0.7560054,1,1
1012,3_13_11,Season3,13,11,90,Other,25,0,0,20.7191006,25.7339278,-0.8051278,1,1
1013,3_13_11,Season3,13,11,90,Situation,NA,10,NA,NA,NA,NA,NA,S
1014,3_13_12,Season3,13,12,50,Jerry,15,5,33.3333333,31.5546349,23.1302764,0.07689914,1,1
1015,3_13_12,Season3,13,12,50,Other,10,5,50,20.7191006,25.7339278,1.1378325,1,1
1016,3_13_13,Season3,13,13,35,Elaine,15,5,33.3333333,23.8174973,21.6044789,0.44045663,1,1
1017,3_13_14,Season3,13,14,140,George,40,20,50,31.3203712,21.9125952,0.85246081,1,1
1018,3_13_14,Season3,13,14,140,LoveInterest,40,0,0,16.4504236,21.8596278,-0.7525482,1,1
1019,3_13_15,Season3,13,15,170,Kramer,50,15,30,39.911779,26.3381431,-0.3763279,1,1
1020,3_13_15,Season3,13,15,170,Other,45,10,22.2222222,20.7191006,25.7339278,0.05841011,1,1
1021,3_13_16,Season3,13,16,80,Jerry,20,10,50,31.5546349,23.1302764,0.79745546,1,1
1022,3_13_16,Season3,13,16,80,Other,20,0,0,20.7191006,25.7339278,-0.8051278,1,1
1023,3_13_16,Season3,13,16,80,Situation,NA,10,NA,NA,NA,NA,NA,S
1024,3_13_17,Season3,13,17,210,Jerry,55,35,63.6363636,31.5546349,23.1302764,1.38700153,2,2
1025,3_13_17,Season3,13,17,210,Other,55,0,0,20.7191006,25.7339278,-0.8051278,1,1
1026,3_13_17,Season3,13,17,210,Situation,NA,10,NA,NA,NA,NA,NA,S
1027,3_13_18,Season3,13,18,295,Elaine,85,40,47.0588235,23.8174973,21.6044789,1.07576426,1,1
1028,3_13_18,Season3,13,18,295,Other,85,0,0,20.7191006,25.7339278,-0.8051278,1,1
1029,3_13_19,Season3,13,19,210,George,55,45,81.8181818,31.3203712,21.9125952,2.30451072,2,2
1030,3_13_19,Season3,13,19,210,LoveInterest,55,0,0,16.4504236,21.8596278,-0.7525482,1,1
1031,3_13_20,Season3,13,20,95,Kramer,25,20,80,39.911779,26.3381431,1.5220595,2,2
1032,3_13_20,Season3,13,20,95,Other,25,0,0,20.7191006,25.7339278,-0.8051278,1,1
1033,3_13_21,Season3,13,21,115,Jerry,35,15,42.8571429,31.5546349,23.1302764,0.48864561,1,1
1034,3_13_21,Season3,13,21,115,Other,10,20,200,20.7191006,25.7339278,6.96671339,3,3
1035,3_13_22,Season3,13,22,180,Elaine,50,30,60,23.8174973,21.6044789,1.67476859,2,2
1036,3_13_22,Season3,13,22,180,Other,50,0,0,20.7191006,25.7339278,-0.8051278,1,1
1037,3_13_23,Season3,13,23,325,George,85,40,47.0588235,31.3203712,21.9125952,0.71823771,1,1
1038,3_13_23,Season3,13,23,325,LoveInterest,80,20,25,16.4504236,21.8596278,0.39111262,1,1
1039,3_13_23,Season3,13,23,325,Situation,NA,15,NA,NA,NA,NA,NA,S
1040,3_13_24,Season3,13,24,145,Kramer,40,25,62.5,39.911779,26.3381431,0.8576239,1,1
1041,3_13_24,Season3,13,24,145,Other,40,0,0,20.7191006,25.7339278,-0.8051278,1,1
1042,3_13_25,Season3,13,25,55,Kramer,15,5,33.3333333,39.911779,26.3381431,-0.2497688,1,1
1043,3_13_25,Season3,13,25,55,Other,15,5,33.3333333,20.7191006,25.7339278,0.49017907,1,1
1044,3_13_26,Season3,13,26,100,Kramer,25,20,80,39.911779,26.3381431,1.5220595,2,2
1045,3_13_26,Season3,13,26,100,Other,25,0,0,20.7191006,25.7339278,-0.8051278,1,1
1046,3_13_26,Season3,13,26,100,Situation,NA,5,NA,NA,NA,NA,NA,S
1047,3_13_27,Season3,13,27,55,Jerry,15,10,66.6666667,31.5546349,23.1302764,1.51801177,2,2
1048,3_13_27,Season3,13,27,55,Other,15,0,0,20.7191006,25.7339278,-0.8051278,1,1
1049,3_13_28,Season3,13,28,50,Kramer,15,5,33.3333333,39.911779,26.3381431,-0.2497688,1,1
1050,3_13_28,Season3,13,28,50,Other,15,0,0,20.7191006,25.7339278,-0.8051278,1,1
1051,3_13_29,Season3,13,29,360,Jerry,65,15,23.0769231,31.5546349,23.1302764,-0.3665201,1,1
1052,3_13_29,Season3,13,29,360,George,35,20,57.1428571,31.3203712,21.9125952,1.1784312,1,1
1053,3_13_29,Season3,13,29,360,Elaine,65,5,7.69230769,23.8174973,21.6044789,-0.7463818,1,1
1054,3_13_29,Season3,13,29,360,Kramer,65,5,7.69230769,39.911779,26.3381431,-1.2233008,1,1
